condition,outcome,model_id,n_contributors,n_nonmissing,n_missing,mean,median,sd,mad,min,max,range,scale_width,sd_per_scale,mad_per_scale,range_per_scale
Corporate reliance,policy_general,gemini-2.5-flash-lite,2,2,0,0.6499999999999999,0.6499999999999999,0.07071067811865474,0.07412999999999997,0.6,0.7,0.09999999999999998,100,7.071067811865474e-4,0.00074129999999999975,9.999999999999998e-4
Corporate reliance,policy_specific_mean,gemini-2.5-flash-lite,2,2,0,0.6499999999999999,0.6499999999999999,0.07071067811865474,0.07412999999999997,0.6,0.7,0.09999999999999998,100,7.071067811865474e-4,0.00074129999999999975,9.999999999999998e-4
Extreme weather predictions,belief_post,gemini-3.1-pro-preview,2,2,0,0.95,0.95,0.07071067811865474,0.07412999999999997,0.9,1,0.09999999999999998,100,7.071067811865474e-4,0.00074129999999999975,9.999999999999998e-4
Extreme weather predictions,inst_trust_mean,gemini-2.5-flash-lite,2,2,0,0.25,0.25,0.07071067811865474,0.07412999999999997,0.2,0.3,0.09999999999999998,100,7.071067811865474e-4,0.00074129999999999975,9.999999999999998e-4
Extreme weather predictions,policy_specific_mean,gpt-5-mini,2,2,0,0.95,0.95,0.07071067811865474,0.07412999999999997,0.9,1,0.09999999999999998,100,7.071067811865474e-4,0.00074129999999999975,9.999999999999998e-4
Former skeptics,inst_trust_mean,claude-opus-4-6,2,2,0,0.95,0.95,0.07071067811865474,0.07412999999999997,0.9,1,0.09999999999999998,100,7.071067811865474e-4,0.00074129999999999975,9.999999999999998e-4
Funding,behavior_mean,gemini-2.5-pro,2,2,0,0.55,0.55,0.07071067811865474,0.07412999999999997,0.5,0.6,0.09999999999999998,100,7.071067811865474e-4,0.00074129999999999975,9.999999999999998e-4
Funding,belief_post,gemini-3.1-pro-preview,2,2,0,0.55,0.55,0.07071067811865474,0.07412999999999997,0.5,0.6,0.09999999999999998,100,7.071067811865474e-4,0.00074129999999999975,9.999999999999998e-4
Funding,policy_general,gemini-2.5-flash-lite,2,2,0,0.45,0.45,0.07071067811865474,0.07412999999999997,0.4,0.5,0.09999999999999998,100,7.071067811865474e-4,0.00074129999999999975,9.999999999999998e-4
Interview Prof. Maraun,behavior_mean,gemini-2.5-pro,2,2,0,0.45,0.45,0.07071067811865474,0.07412999999999997,0.4,0.5,0.09999999999999998,100,7.071067811865474e-4,0.00074129999999999975,9.999999999999998e-4
Interview Prof. Maraun,policy_general,gpt-5-mini,2,2,0,0.95,0.95,0.07071067811865474,0.07412999999999997,0.9,1,0.09999999999999998,100,7.071067811865474e-4,0.00074129999999999975,9.999999999999998e-4
Measurement & modeling (1),behavior_mean,gemini-2.5-pro,2,2,0,0.45,0.45,0.07071067811865474,0.07412999999999997,0.4,0.5,0.09999999999999998,100,7.071067811865474e-4,0.00074129999999999975,9.999999999999998e-4
Measurement & modeling (1),policy_general,gemini-3.1-flash-lite,2,2,0,0.8500000000000001,0.8500000000000001,0.07071067811865474,0.07412999999999997,0.8,0.9,0.09999999999999998,100,7.071067811865474e-4,0.00074129999999999975,9.999999999999998e-4
Measurement & modeling (1),policy_specific_mean,gemini-2.5-flash-lite,2,2,0,0.45,0.45,0.07071067811865474,0.07412999999999997,0.4,0.5,0.09999999999999998,100,7.071067811865474e-4,0.00074129999999999975,9.999999999999998e-4
Measurement & modeling (1),policy_specific_mean,gemini-2.5-pro,2,2,0,0.95,0.95,0.07071067811865474,0.07412999999999997,0.9,1,0.09999999999999998,100,7.071067811865474e-4,0.00074129999999999975,9.999999999999998e-4
Measurement & modeling (2),behavior_mean,gemini-2.5-pro,2,2,0,0.25,0.25,0.07071067811865474,0.07412999999999997,0.2,0.3,0.09999999999999998,100,7.071067811865474e-4,0.00074129999999999975,9.999999999999998e-4
Measurement & modeling (2),behavior_mean,gpt-5-mini,2,2,0,0.55,0.55,0.07071067811865474,0.07412999999999997,0.5,0.6,0.09999999999999998,100,7.071067811865474e-4,0.00074129999999999975,9.999999999999998e-4
Measurement & modeling (2),funding_perceptions,gemini-2.5-flash-lite,2,2,0,0.95,0.95,0.07071067811865474,0.07412999999999997,0.9,1,0.09999999999999998,100,7.071067811865474e-4,0.00074129999999999975,9.999999999999998e-4
Measurement & modeling (2),inst_trust_mean,gemini-2.5-flash-lite,2,2,0,0.55,0.55,0.07071067811865474,0.07412999999999997,0.5,0.6,0.09999999999999998,100,7.071067811865474e-4,0.00074129999999999975,9.999999999999998e-4
Measurement & modeling (2),policy_role_mean,gemini-3.1-flash-lite,2,2,0,0.55,0.55,0.07071067811865474,0.07412999999999997,0.5,0.6,0.09999999999999998,100,7.071067811865474e-4,0.00074129999999999975,9.999999999999998e-4
Model accuracy,funding_perceptions,gemini-2.5-flash-lite,2,2,0,0.55,0.55,0.07071067811865474,0.07412999999999997,0.5,0.6,0.09999999999999998,100,7.071067811865474e-4,0.00074129999999999975,9.999999999999998e-4
Model accuracy,inst_trust_mean,claude-opus-4-6,2,2,0,0.95,0.95,0.07071067811865474,0.07412999999999997,0.9,1,0.09999999999999998,100,7.071067811865474e-4,0.00074129999999999975,9.999999999999998e-4
Model accuracy,trust_multidimensional,gemini-2.5-flash-lite,2,2,0,0.95,0.95,0.07071067811865474,0.07412999999999997,0.9,1,0.09999999999999998,100,7.071067811865474e-4,0.00074129999999999975,9.999999999999998e-4
Peer-review,behavior_mean,gemini-2.5-pro,2,2,0,0.55,0.55,0.07071067811865474,0.07412999999999997,0.5,0.6,0.09999999999999998,100,7.071067811865474e-4,0.00074129999999999975,9.999999999999998e-4
Peer-review,behavior_mean,gpt-5-mini,2,2,0,0.55,0.55,0.07071067811865474,0.07412999999999997,0.5,0.6,0.09999999999999998,100,7.071067811865474e-4,0.00074129999999999975,9.999999999999998e-4
Portrait Prof. Cherry,inst_trust_mean,gemini-2.5-flash-lite,2,2,0,0.55,0.55,0.07071067811865474,0.07412999999999997,0.5,0.6,0.09999999999999998,100,7.071067811865474e-4,0.00074129999999999975,9.999999999999998e-4
Portrait Prof. Cherry,policy_specific_mean,gemini-2.5-flash-lite,2,2,0,0.45,0.45,0.07071067811865474,0.07412999999999997,0.4,0.5,0.09999999999999998,100,7.071067811865474e-4,0.00074129999999999975,9.999999999999998e-4
Scientist community helpers,policy_general,gemini-3.1-flash-lite,2,2,0,0.95,0.95,0.07071067811865474,0.07412999999999997,0.9,1,0.09999999999999998,100,7.071067811865474e-4,0.00074129999999999975,9.999999999999998e-4
Social justice,funding_perceptions,gpt-5-mini,2,2,0,0.8500000000000001,0.8500000000000001,0.07071067811865474,0.07412999999999997,0.8,0.9,0.09999999999999998,100,7.071067811865474e-4,0.00074129999999999975,9.999999999999998e-4
Measurement & modeling (1),newsletter_signup,gemini-2.5-pro,2,2,0,0.010499999999999999,0.010499999999999999,7.071067811865469e-4,7.412999999999993e-4,0.01,0.011,9.999999999999992e-4,1,7.071067811865469e-4,7.412999999999993e-4,9.999999999999992e-4
Consensus,policy_role_mean,gemini-3.1-flash-lite,2,2,0,1.35,1.35,0.07071067811865465,0.07412999999999989,1.3,1.4,0.09999999999999987,100,7.071067811865465e-4,7.412999999999989e-4,9.999999999999987e-4
Former skeptics,policy_general,gpt-5-mini,2,2,0,1.35,1.35,0.07071067811865465,0.07412999999999989,1.3,1.4,0.09999999999999987,100,7.071067811865465e-4,7.412999999999989e-4,9.999999999999987e-4
High public trust,inst_trust_mean,gemini-3.1-flash-lite,2,2,0,1.35,1.35,0.07071067811865465,0.07412999999999989,1.3,1.4,0.09999999999999987,100,7.071067811865465e-4,7.412999999999989e-4,9.999999999999987e-4
Interview Prof. Sebille,policy_specific_mean,gpt-5-mini,2,2,0,1.15,1.15,0.07071067811865465,0.07412999999999989,1.1,1.2,0.09999999999999987,100,7.071067811865465e-4,7.412999999999989e-4,9.999999999999987e-4
Measurement & modeling (1),policy_general,gpt-5-mini,2,2,0,1.15,1.15,0.07071067811865465,0.07412999999999989,1.1,1.2,0.09999999999999987,100,7.071067811865465e-4,7.412999999999989e-4,9.999999999999987e-4
Measurement & modeling (1),policy_role_mean,gpt-5-mini,2,2,0,1.65,1.65,0.07071067811865465,0.07412999999999989,1.6,1.7,0.09999999999999987,100,7.071067811865465e-4,7.412999999999989e-4,9.999999999999987e-4
Peer-review,funding_perceptions,gemini-3.1-flash-lite,2,2,0,1.35,1.35,0.07071067811865465,0.07412999999999989,1.3,1.4,0.09999999999999987,100,7.071067811865465e-4,7.412999999999989e-4,9.999999999999987e-4
Peer-review,trust_post,gemini-2.5-flash-lite,2,2,0,1.15,1.15,0.07071067811865465,0.07412999999999989,1.1,1.2,0.09999999999999987,100,7.071067811865465e-4,7.412999999999989e-4,9.999999999999987e-4
Portrait Prof. Cherry,policy_role_mean,gemini-3.1-flash-lite,2,2,0,1.15,1.15,0.07071067811865465,0.07412999999999989,1.1,1.2,0.09999999999999987,100,7.071067811865465e-4,7.412999999999989e-4,9.999999999999987e-4
Social justice,policy_specific_mean,gemini-3.1-flash-lite,2,2,0,1.35,1.35,0.07071067811865465,0.07412999999999989,1.3,1.4,0.09999999999999987,100,7.071067811865465e-4,7.412999999999989e-4,9.999999999999987e-4
Consensus,trust_post,gemini-3.1-flash-lite,2,2,0,2.25,2.25,0.0707106781186545,0.07412999999999974,2.2,2.3,0.09999999999999964,100,7.07106781186545e-4,7.412999999999974e-4,9.999999999999966e-4
Funding,policy_role_mean,gemini-2.5-flash-lite,2,2,0,0.775,0.775,0.03535533905932741,0.03706500000000003,0.75,0.8,0.050000000000000044,100,3.535533905932741e-4,3.706500000000003e-4,5.000000000000004e-4
Funding,trust_multidimensional,gemini-2.5-flash-lite,2,2,0,0.725,0.725,0.03535533905932741,0.03706500000000003,0.7,0.75,0.050000000000000044,100,3.535533905932741e-4,3.706500000000003e-4,5.000000000000004e-4
Interview Prof. Maraun,inst_trust_mean,gemini-3.1-pro-preview,2,2,0,0.725,0.725,0.03535533905932741,0.03706500000000003,0.7,0.75,0.050000000000000044,100,3.535533905932741e-4,3.706500000000003e-4,5.000000000000004e-4
Interview Prof. Maraun,policy_specific_mean,gemini-3.1-pro-preview,2,2,0,0.375,0.375,0.03535533905932741,0.03706500000000003,0.35,0.4,0.050000000000000044,100,3.535533905932741e-4,3.706500000000003e-4,5.000000000000004e-4
Measurement & modeling (1),inst_trust_mean,gemini-3.1-flash-lite,2,2,0,0.725,0.725,0.03535533905932741,0.03706500000000003,0.7,0.75,0.050000000000000044,100,3.535533905932741e-4,3.706500000000003e-4,5.000000000000004e-4
Measurement & modeling (1),policy_role_mean,gemini-3.1-flash-lite,2,2,0,0.625,0.625,0.03535533905932741,0.03706500000000003,0.6,0.65,0.050000000000000044,100,3.535533905932741e-4,3.706500000000003e-4,5.000000000000004e-4
Measurement & modeling (1),policy_specific_mean,gemini-3.1-flash-lite,2,2,0,0.525,0.525,0.03535533905932741,0.03706500000000003,0.5,0.55,0.050000000000000044,100,3.535533905932741e-4,3.706500000000003e-4,5.000000000000004e-4
Portrait Prof. Cherry,behavior_mean,gemini-3.1-pro-preview,2,2,0,0.375,0.375,0.03535533905932741,0.03706500000000003,0.35,0.4,0.050000000000000044,100,3.535533905932741e-4,3.706500000000003e-4,5.000000000000004e-4
Portrait Prof. Cherry,belief_post,gemini-2.5-flash-lite,2,2,0,0.775,0.775,0.03535533905932741,0.03706500000000003,0.75,0.8,0.050000000000000044,100,3.535533905932741e-4,3.706500000000003e-4,5.000000000000004e-4
Portrait Prof. Cherry,funding_perceptions,gemini-3.1-pro-preview,2,2,0,0.725,0.725,0.03535533905932741,0.03706500000000003,0.7,0.75,0.050000000000000044,100,3.535533905932741e-4,3.706500000000003e-4,5.000000000000004e-4
Portrait Prof. Cherry,trust_post,gemini-2.5-flash-lite,2,2,0,1.225,1.225,0.03535533905932741,0.03706500000000003,1.2,1.25,0.050000000000000044,100,3.535533905932741e-4,3.706500000000003e-4,5.000000000000004e-4
Scientist community helpers,belief_post,gemini-2.5-flash-lite,2,2,0,0.775,0.775,0.03535533905932741,0.03706500000000003,0.75,0.8,0.050000000000000044,100,3.535533905932741e-4,3.706500000000003e-4,5.000000000000004e-4
Scientist community helpers,inst_trust_mean,gemini-2.5-flash-lite,2,2,0,0.775,0.775,0.03535533905932741,0.03706500000000003,0.75,0.8,0.050000000000000044,100,3.535533905932741e-4,3.706500000000003e-4,5.000000000000004e-4
Corporate reliance,inst_trust_mean,gemini-3.1-flash-lite,2,2,0,0.475,0.475,0.03535533905932737,0.03706499999999999,0.45,0.5,0.04999999999999999,100,3.535533905932737e-4,3.706499999999999e-4,4.999999999999999e-4
Corporate reliance,policy_specific_mean,gemini-3.1-flash-lite,2,2,0,0.32499999999999996,0.32499999999999996,0.03535533905932737,0.03706499999999999,0.3,0.35,0.04999999999999999,100,3.535533905932737e-4,3.706499999999999e-4,4.999999999999999e-4
Funding,inst_trust_mean,gemini-2.5-flash-lite,2,2,0,0.225,0.225,0.03535533905932737,0.03706499999999999,0.2,0.25,0.04999999999999999,100,3.535533905932737e-4,3.706499999999999e-4,4.999999999999999e-4
Interview Prof. Maraun,behavior_mean,gemini-3.1-pro-preview,2,2,0,0.275,0.275,0.03535533905932737,0.03706499999999999,0.25,0.3,0.04999999999999999,100,3.535533905932737e-4,3.706499999999999e-4,4.999999999999999e-4
Interview Prof. Maraun,policy_general,gemini-3.1-pro-preview,2,2,0,0.475,0.475,0.03535533905932737,0.03706499999999999,0.45,0.5,0.04999999999999999,100,3.535533905932737e-4,3.706499999999999e-4,4.999999999999999e-4
Corporate reliance,behavior_mean,gemini-3.1-flash-lite,2,2,0,0.825,0.825,0.03535533905932733,0.037064999999999945,0.8,0.85,0.04999999999999993,100,3.5355339059327327e-4,3.7064999999999944e-4,4.999999999999994e-4
High public trust,behavior_mean,gemini-3.1-flash-lite,2,2,0,0.825,0.825,0.03535533905932733,0.037064999999999945,0.8,0.85,0.04999999999999993,100,3.5355339059327327e-4,3.7064999999999944e-4,4.999999999999994e-4
High public trust,funding_perceptions,gemini-3.1-flash-lite,2,2,0,0.925,0.925,0.03535533905932733,0.037064999999999945,0.9,0.95,0.04999999999999993,100,3.5355339059327327e-4,3.7064999999999944e-4,4.999999999999994e-4
Interview Prof. Maraun,policy_role_mean,gemini-3.1-flash-lite,2,2,0,0.825,0.825,0.03535533905932733,0.037064999999999945,0.8,0.85,0.04999999999999993,100,3.5355339059327327e-4,3.7064999999999944e-4,4.999999999999994e-4
Measurement & modeling (1),distrust_post,gemini-3.1-flash-lite,2,2,0,-0.925,-0.925,0.03535533905932733,0.037064999999999945,-0.95,-0.9,0.04999999999999993,100,3.5355339059327327e-4,3.7064999999999944e-4,4.999999999999994e-4
Peer-review,behavior_mean,gemini-3.1-flash-lite,2,2,0,0.825,0.825,0.03535533905932733,0.037064999999999945,0.8,0.85,0.04999999999999993,100,3.5355339059327327e-4,3.7064999999999944e-4,4.999999999999994e-4
Portrait Prof. Cherry,policy_specific_mean,gemini-3.1-flash-lite,2,2,0,0.575,0.575,0.03535533905932733,0.037064999999999945,0.55,0.6,0.04999999999999993,100,3.5355339059327327e-4,3.7064999999999944e-4,4.999999999999994e-4
Measurement & modeling (1),trust_post,gemini-3.1-flash-lite,2,2,0,1.125,1.125,0.03535533905932725,0.03706499999999987,1.1,1.15,0.04999999999999982,100,3.535533905932725e-4,3.706499999999987e-4,4.999999999999983e-4
Consensus,behavior_mean,claude-haiku-4-5,2,2,0,3.2,3.2,0,0,3.2,3.2,0,100,0,0,0
Consensus,behavior_mean,claude-opus-4-6,2,2,0,1.2,1.2,0,0,1.2,1.2,0,100,0,0,0
Consensus,behavior_mean,gemini-2.5-flash-lite,2,2,0,0.5,0.5,0,0,0.5,0.5,0,100,0,0,0
Consensus,behavior_mean,gpt-4o-mini,2,2,0,5,5,0,0,5,5,0,100,0,0,0
Consensus,belief_post,claude-haiku-4-5,2,2,0,4.1,4.1,0,0,4.1,4.1,0,100,0,0,0
Consensus,belief_post,claude-opus-4-6,2,2,0,2.5,2.5,0,0,2.5,2.5,0,100,0,0,0
Consensus,belief_post,gemini-3.1-flash-lite,2,2,0,2.5,2.5,0,0,2.5,2.5,0,100,0,0,0
Consensus,belief_post,gpt-4o-mini,2,2,0,10,10,0,0,10,10,0,100,0,0,0
Consensus,belief_post,gpt-5-mini,2,2,0,3,3,0,0,3,3,0,100,0,0,0
Consensus,concern_mean,claude-haiku-4-5,2,2,0,2.8,2.8,0,0,2.8,2.8,0,100,0,0,0
Consensus,concern_mean,claude-opus-4-6,2,2,0,1.5,1.5,0,0,1.5,1.5,0,100,0,0,0
Consensus,concern_mean,gpt-4o-mini,2,2,0,8,8,0,0,8,8,0,100,0,0,0
Consensus,concern_mean,gpt-5-mini,2,2,0,1.5,1.5,0,0,1.5,1.5,0,100,0,0,0
Consensus,distrust_post,gemini-3.1-flash-lite,2,2,0,-1.5,-1.5,0,0,-1.5,-1.5,0,100,0,0,0
Consensus,distrust_post,gpt-4o-mini,2,2,0,-5,-5,0,0,-5,-5,0,100,0,0,0
Consensus,donation_ams,claude-haiku-4-5,2,2,0,0.18,0.18,0,0,0.18,0.18,0,10,0,0,0
Consensus,donation_ams,claude-opus-4-6,2,2,0,0.15,0.15,0,0,0.15,0.15,0,10,0,0,0
Consensus,donation_ams,gemini-2.5-flash-lite,2,2,0,0.1,0.1,0,0,0.1,0.1,0,10,0,0,0
Consensus,donation_ams,gpt-4o-mini,2,2,0,0.5,0.5,0,0,0.5,0.5,0,10,0,0,0
Consensus,funding_perceptions,claude-opus-4-6,2,2,0,1.3,1.3,0,0,1.3,1.3,0,100,0,0,0
Consensus,funding_perceptions,gpt-4o-mini,2,2,0,5,5,0,0,5,5,0,100,0,0,0
Consensus,funding_perceptions,gpt-5-mini,2,2,0,1.5,1.5,0,0,1.5,1.5,0,100,0,0,0
Consensus,inst_trust_mean,claude-opus-4-6,2,2,0,1,1,0,0,1,1,0,100,0,0,0
Consensus,newsletter_signup,claude-haiku-4-5,2,2,0,0.015,0.015,0,0,0.015,0.015,0,1,0,0,0
Consensus,newsletter_signup,claude-opus-4-6,2,2,0,0.01,0.01,0,0,0.01,0.01,0,1,0,0,0
Consensus,newsletter_signup,gemini-2.5-flash-lite,2,2,0,0.005,0.005,0,0,0.005,0.005,0,1,0,0,0
Consensus,newsletter_signup,gemini-3.1-flash-lite,2,2,0,0.02,0.02,0,0,0.02,0.02,0,1,0,0,0
Consensus,newsletter_signup,gpt-4o-mini,2,2,0,0.05,0.05,0,0,0.05,0.05,0,1,0,0,0
Consensus,newsletter_signup,gpt-5-mini,2,2,0,0.01,0.01,0,0,0.01,0.01,0,1,0,0,0
Consensus,policy_general,gpt-4o-mini,2,2,0,7,7,0,0,7,7,0,100,0,0,0
Consensus,policy_general,gpt-5-mini,2,2,0,1.5,1.5,0,0,1.5,1.5,0,100,0,0,0
Consensus,policy_specific_mean,claude-opus-4-6,2,2,0,1,1,0,0,1,1,0,100,0,0,0
Consensus,policy_specific_mean,gpt-5-mini,2,2,0,1,1,0,0,1,1,0,100,0,0,0
Consensus,trust_post,gpt-5-mini,2,2,0,2,2,0,0,2,2,0,100,0,0,0
Corporate reliance,behavior_mean,gemini-2.5-flash-lite,2,2,0,0.5,0.5,0,0,0.5,0.5,0,100,0,0,0
Corporate reliance,behavior_mean,gemini-2.5-pro,2,2,0,0.8,0.8,0,0,0.8,0.8,0,100,0,0,0
Corporate reliance,behavior_mean,gpt-4o-mini,2,2,0,5,5,0,0,5,5,0,100,0,0,0
Corporate reliance,belief_post,gpt-4o-mini,2,2,0,10,10,0,0,10,10,0,100,0,0,0
Corporate reliance,concern_mean,gpt-4o-mini,2,2,0,8,8,0,0,8,8,0,100,0,0,0
Corporate reliance,distrust_post,gemini-2.5-flash-lite,2,2,0,-1.5,-1.5,0,0,-1.5,-1.5,0,100,0,0,0
Corporate reliance,distrust_post,gemini-2.5-pro,2,2,0,-4,-4,0,0,-4,-4,0,100,0,0,0
Corporate reliance,distrust_post,gpt-4o-mini,2,2,0,-5,-5,0,0,-5,-5,0,100,0,0,0
Corporate reliance,donation_ams,claude-haiku-4-5,2,2,0,0.18,0.18,0,0,0.18,0.18,0,10,0,0,0
Corporate reliance,donation_ams,gemini-2.5-flash-lite,2,2,0,0.1,0.1,0,0,0.1,0.1,0,10,0,0,0
Corporate reliance,donation_ams,gemini-2.5-pro,2,2,0,0.15,0.15,0,0,0.15,0.15,0,10,0,0,0
Corporate reliance,donation_ams,gpt-4o-mini,2,2,0,0.5,0.5,0,0,0.5,0.5,0,10,0,0,0
Corporate reliance,funding_perceptions,gpt-4o-mini,2,2,0,5,5,0,0,5,5,0,100,0,0,0
Corporate reliance,funding_perceptions,gpt-5-mini,2,2,0,1.2,1.2,0,0,1.2,1.2,0,100,0,0,0
Corporate reliance,inst_trust_mean,gemini-2.5-flash-lite,2,2,0,0.5,0.5,0,0,0.5,0.5,0,100,0,0,0
Corporate reliance,inst_trust_mean,gemini-2.5-pro,2,2,0,1,1,0,0,1,1,0,100,0,0,0
Corporate reliance,newsletter_signup,claude-haiku-4-5,2,2,0,0.015,0.015,0,0,0.015,0.015,0,1,0,0,0
Corporate reliance,newsletter_signup,gemini-2.5-flash-lite,2,2,0,0.005,0.005,0,0,0.005,0.005,0,1,0,0,0
Corporate reliance,newsletter_signup,gemini-2.5-pro,2,2,0,0.015,0.015,0,0,0.015,0.015,0,1,0,0,0
Corporate reliance,newsletter_signup,gpt-4o-mini,2,2,0,0.05,0.05,0,0,0.05,0.05,0,1,0,0,0
Corporate reliance,policy_general,claude-haiku-4-5,2,2,0,3.1,3.1,0,0,3.1,3.1,0,100,0,0,0
Corporate reliance,policy_general,gpt-5-mini,2,2,0,1,1,0,0,1,1,0,100,0,0,0
Corporate reliance,policy_role_mean,gemini-3.1-flash-lite,2,2,0,0.4,0.4,0,0,0.4,0.4,0,100,0,0,0
